-27.71;0.75
-27.61;0.74
-27.51;0.73
-27.41;0.72
-27.31;0.72
-27.21;0.71
-27.11;0.70
-27.01;0.69
-26.91;0.69
-26.81;0.68
-26.71;0.67
-26.61;0.67
-26.51;0.66
-26.41;0.65
-26.31;0.65
-26.21;0.64
-26.11;0.63
-26.01;0.62
-25.91;0.61
-25.81;0.61
-25.71;0.60
-25.61;0.60
-25.51;0.59
-25.41;0.59
-25.31;0.59
-25.21;0.58
-25.12;0.57
-25.02;0.56
-24.92;0.55
-24.82;0.55
-24.72;0.54
-24.62;0.54
-24.52;0.53
-24.42;0.53
-24.32;0.52
-24.22;0.51
-24.12;0.50
-24.02;0.50
-23.92;0.49
-23.82;0.49
-23.72;0.48
-23.62;0.47
-23.52;0.46
-23.42;0.46
-23.32;0.45
-23.22;0.44
-23.12;0.44
-23.02;0.43
-22.92;0.43
-22.82;0.42
-22.72;0.42
-22.62;0.41
-22.52;0.41
-22.42;0.40
-22.32;0.39
-22.22;0.39
-22.12;0.38
-22.02;0.38
-21.93;0.37
-21.83;0.37
-21.73;0.36
-21.63;0.36
-21.53;0.35
-21.43;0.35
-21.33;0.34
-21.23;0.34
-21.13;0.33
-21.03;0.33
-20.93;0.32
-20.83;0.32
-20.73;0.31
-20.63;0.31
-20.53;0.30
-20.43;0.30
-20.33;0.29
-20.23;0.29
-20.13;0.28
-20.03;0.28
-19.93;0.28
-19.83;0.27
-19.73;0.27
-19.63;0.27
-19.53;0.27
-19.43;0.26
-19.33;0.26
-19.23;0.25
-19.13;0.25
-19.03;0.24
-18.93;0.23
-18.83;0.23
-18.73;0.22
-18.63;0.22
-18.53;0.21
-18.43;0.21
-18.33;0.21
-18.23;0.20
-18.13;0.20
-18.03;0.20
-17.93;0.19
-17.83;0.19
-17.73;0.19
-17.63;0.18
-17.54;0.18
-17.44;0.17
-17.34;0.17
-17.24;0.17
-17.14;0.16
-17.04;0.16
-16.94;0.16
-16.84;0.15
-16.74;0.15
-16.64;0.14
-16.54;0.14
-16.44;0.14
-16.34;0.14
-16.24;0.13
-16.14;0.13
-16.04;0.12
-15.94;0.12
-15.84;0.12
-15.74;0.12
-15.64;0.11
-15.54;0.11
-15.44;0.11
-15.34;0.11
-15.24;0.10
-15.14;0.10
-15.04;0.09
-14.94;0.09
-14.84;0.09
-14.74;0.09
-14.64;0.08
-14.54;0.08
-14.44;0.08
-14.34;0.07
-14.24;0.07
-14.14;0.07
-14.04;0.07
-13.94;0.06
-13.84;0.06
-13.74;0.06
-13.64;0.06
-13.54;0.05
-13.44;0.05
-13.34;0.05
-13.24;0.05
-13.14;0.05
-13.04;0.05
-12.94;0.04
-12.84;0.04
-12.74;0.04
-12.64;0.04
-12.54;0.04
-12.44;0.04
-12.34;0.03
-12.24;0.03
-12.14;0.03
-12.04;0.03
-11.94;0.02
-11.84;0.02
-11.74;0.02
-11.64;0.02
-11.54;0.02
-11.44;0.02
-11.34;0.02
-11.24;0.02
-11.14;0.02
-11.05;0.01
-10.95;0.01
-10.85;0.01
-10.75;0.00
-10.65;0.01
-10.55;0.01
-10.45;0.01
-10.35;0.01
-10.25;0.00
-10.15;0.00
-10.05;0.00
-9.95;0.00
-9.85;0.00
-9.75;-0.00
-9.65;-0.00
-9.55;-0.00
-9.45;0.00
-9.35;-0.00
-9.25;-0.00
-9.15;-0.00
-9.05;-0.00
-8.95;-0.00
-8.85;-0.00
-8.75;-0.01
-8.65;-0.01
-8.55;-0.01
-8.45;-0.01
-8.35;-0.01
-8.25;-0.00
-8.15;-0.00
-8.05;-0.00
-7.95;-0.00
-7.85;-0.00
-7.75;0.00
-7.65;0.00
-7.55;-0.00
-7.45;-0.00
-7.35;0.00
-7.25;0.00
-7.15;-0.00
-7.05;-0.00
-6.95;-0.00
-6.85;0.00
-6.75;0.00
-6.65;-0.00
-6.55;-0.00
-6.45;0.00
-6.35;0.00
-6.25;0.01
-6.15;0.01
-6.05;0.01
-5.95;0.01
-5.85;0.01
-5.75;0.01
-5.65;0.02
-5.55;0.02
-5.45;0.03
-5.35;0.03
-5.25;0.04
-5.15;0.05
-5.05;0.06
-4.96;0.07
-4.86;0.08
-4.76;0.10
-4.66;0.11
-4.56;0.12
-4.46;0.14
-4.36;0.16
-4.26;0.17
-4.17;0.19
-4.07;0.21
-3.97;0.23
-3.87;0.26
-3.78;0.28
-3.68;0.31
-3.58;0.34
-3.49;0.36
-3.39;0.39
-3.30;0.42
-3.20;0.46
-3.11;0.49
-3.02;0.53
-2.92;0.56
-2.83;0.60
-2.74;0.64
-2.65;0.68
-2.56;0.72
-2.47;0.76
-2.38;0.81
-2.29;0.85
-2.20;0.90
-2.11;0.95
-2.02;1.00
-1.94;1.04
-1.85;1.10
-1.77;1.15
-1.68;1.20
-1.60;1.26
-1.52;1.31
-1.43;1.37
-1.35;1.43
-1.27;1.49
-1.19;1.55
-1.11;1.61
-1.03;1.67
-0.96;1.73
-0.88;1.79
-0.80;1.86
-0.73;1.92
-0.65;1.99
-0.57;2.05
-0.50;2.12
-0.43;2.19
-0.35;2.26
-0.28;2.33
-0.21;2.40
-0.14;2.47
-0.07;2.54
0.00;2.61
0.07;2.68
0.14;2.75
0.21;2.82
0.28;2.90
0.35;2.97
0.42;3.04
0.48;3.11
0.55;3.19
0.62;3.26
0.69;3.33
0.75;3.41
0.82;3.48
0.89;3.56
0.95;3.63
1.02;3.71
1.09;3.78
1.15;3.86
1.22;3.93
1.29;4.00
1.35;4.08
1.42;4.15
1.48;4.23
1.55;4.30
1.62;4.38
1.68;4.45
1.75;4.53
1.81;4.60
1.88;4.68
1.94;4.76
2.01;4.83
2.08;4.91
2.14;4.98
2.21;5.06
2.27;5.13
2.34;5.21
2.41;5.28
2.47;5.36
2.54;5.43
2.60;5.51
2.67;5.58
2.73;5.66
2.80;5.73
2.86;5.81
2.93;5.89
2.99;5.96
3.06;6.04
3.12;6.11
3.19;6.19
3.25;6.27
3.32;6.34
3.38;6.42
3.45;6.49
3.51;6.57
3.58;6.64
3.64;6.72
3.71;6.80
3.77;6.87
3.84;6.95
3.90;7.02
3.97;7.10
4.03;7.17
4.10;7.25
4.16;7.33
4.23;7.40
4.29;7.48
4.36;7.55
4.42;7.63
4.49;7.71
4.55;7.78
4.61;7.86
4.68;7.94
4.74;8.01
4.81;8.09
4.87;8.17
4.93;8.24
5.00;8.32
5.06;8.40
5.12;8.48
14.06;18.94
14.14;18.99
14.23;19.04
14.31;19.10
14.39;19.15
14.48;19.20
14.56;19.25
14.65;19.30
14.73;19.36
14.82;19.41
14.91;19.45
14.99;19.50
15.08;19.55
15.17;19.59
15.26;19.64
15.35;19.68
15.44;19.72
15.53;19.77
15.62;19.81
15.71;19.85
15.80;19.89
15.89;19.93
15.98;19.97
16.07;20.01
16.16;20.05
16.25;20.09
16.34;20.13
16.43;20.17
16.52;20.21
16.61;20.25
16.70;20.29
16.80;20.33
16.89;20.37
16.98;20.41
17.07;20.45
1.24;-0.43
1.19;-0.51
1.14;-0.60
1.09;-0.69
1.04;-0.77
1.00;-0.86
0.96;-0.95
0.92;-1.04
0.89;-1.14
0.86;-1.23
0.84;-1.33
0.83;-1.43
0.83;-1.53
0.83;-1.63
0.85;-1.73
0.87;-1.83
0.90;-1.92
0.93;-2.02
0.97;-2.11
1.02;-2.20
1.07;-2.28
1.12;-2.36
1.18;-2.44
1.25;-2.52
1.32;-2.59
1.39;-2.66
1.46;-2.73
1.54;-2.80
1.62;-2.85
1.70;-2.91
1.79;-2.96
1.87;-3.00
1.96;-3.05
2.06;-3.09
2.15;-3.12
2.24;-3.16
2.34;-3.18
2.43;-3.21
2.53;-3.24
2.63;-3.26
2.72;-3.28
2.82;-3.29
2.92;-3.31
3.02;-3.32
3.12;-3.33
3.22;-3.34
3.32;-3.35
3.42;-3.36
3.52;-3.37
3.62;-3.38
3.71;-3.39
3.81;-3.39
3.91;-3.40
4.01;-3.41
4.11;-3.42
4.21;-3.42
4.31;-3.43
4.41;-3.44
4.51;-3.44
4.61;-3.44
4.71;-3.45
4.81;-3.46
4.91;-3.47
5.01;-3.48
5.11;-3.48
5.21;-3.49
5.30;-3.49
5.40;-3.50
5.50;-3.50
5.60;-3.51
5.70;-3.52
5.80;-3.52
5.90;-3.53
6.00;-3.54
6.10;-3.54
6.20;-3.55
6.30;-3.55
6.40;-3.56
6.50;-3.56
6.60;-3.57
6.70;-3.57
6.80;-3.58
6.90;-3.59
7.00;-3.59
7.10;-3.59
7.19;-3.60
7.29;-3.60
7.39;-3.61
7.49;-3.62
7.59;-3.62
7.69;-3.63
7.79;-3.63
7.89;-3.63
7.99;-3.64
8.09;-3.64
8.19;-3.64
8.29;-3.65
8.39;-3.65
8.49;-3.65
8.59;-3.66
8.69;-3.66
8.79;-3.67
8.89;-3.67
8.99;-3.68
9.09;-3.68
9.19;-3.68
9.28;-3.69
9.38;-3.69
9.48;-3.69
9.58;-3.70
9.68;-3.70
9.78;-3.70
9.88;-3.70
9.98;-3.71
10.08;-3.71
10.18;-3.72
10.28;-3.72
10.38;-3.72
10.48;-3.73
10.58;-3.73
10.68;-3.73
10.78;-3.73
10.88;-3.73
10.98;-3.74
11.08;-3.74
11.18;-3.74
11.28;-3.75
11.38;-3.75
11.48;-3.75
11.58;-3.75
11.67;-3.75
11.77;-3.75
11.87;-3.75
11.97;-3.76
12.07;-3.76
12.17;-3.76
12.27;-3.76
12.37;-3.77
12.47;-3.77
12.57;-3.77
12.67;-3.77
12.77;-3.77
12.87;-3.77
12.97;-3.77
13.07;-3.77
13.17;-3.77
13.27;-3.77
13.37;-3.77
13.47;-3.78
13.57;-3.78
13.67;-3.78
13.77;-3.78
13.87;-3.78
13.97;-3.78
14.07;-3.78
14.16;-3.78
14.26;-3.78
14.36;-3.78
14.46;-3.78
14.56;-3.79
14.66;-3.79
14.76;-3.79
14.86;-3.79
14.96;-3.78
15.06;-3.78
15.16;-3.78
15.26;-3.78
15.36;-3.78
15.46;-3.78
15.56;-3.78
15.66;-3.78
15.76;-3.78
15.86;-3.78
15.96;-3.78
16.06;-3.78
16.16;-3.78
16.26;-3.78
16.36;-3.77
16.46;-3.77
16.56;-3.77
16.66;-3.77
16.75;-3.77
16.85;-3.77
16.95;-3.77
17.05;-3.76
17.15;-3.76
17.25;-3.76
17.35;-3.76
17.45;-3.76
17.55;-3.75
17.65;-3.75
17.75;-3.75
17.85;-3.75
17.95;-3.74
18.05;-3.74
18.15;-3.74
18.25;-3.74
18.35;-3.73
18.45;-3.73
18.55;-3.73
18.65;-3.73
18.75;-3.72
18.85;-3.72
18.95;-3.72
19.05;-3.71
19.15;-3.71
19.24;-3.70
19.34;-3.70
19.44;-3.70
19.54;-3.69
19.64;-3.69
19.74;-3.69
19.84;-3.68
19.94;-3.68
20.04;-3.68
20.14;-3.67
20.24;-3.67
20.34;-3.66
20.44;-3.66
20.54;-3.65
20.64;-3.65
20.74;-3.64
20.84;-3.64
20.94;-3.64
21.04;-3.63
21.14;-3.62
21.24;-3.62
21.33;-3.61
21.43;-3.61
21.53;-3.60
21.63;-3.60
21.73;-3.59
21.83;-3.59
